,predict,condition_name
52,-0.04887188593000102,2) LL add-on at £1
53,-0.35501292735345624,2) LL add-on at £1
54,-0.20238384592940922,2) LL add-on at £1
55,-0.1321292531386388,2) LL add-on at £1
56,0.05065430910552319,2) LL add-on at £1
57,-0.07207758860160292,2) LL add-on at £1
58,-0.1600274718207495,2) LL add-on at £1
59,-0.14417958035973186,2) LL add-on at £1
60,-0.09633831060444979,2) LL add-on at £1
61,0.2502650093392848,2) LL add-on at £1
62,-0.2469550068146112,2) LL add-on at £1
63,-0.18298274131598435,2) LL add-on at £1
64,-0.20749810865206986,2) LL add-on at £1
65,-0.17283525708885616,2) LL add-on at £1
66,0.03237240344830421,2) LL add-on at £1
67,-0.1498034686744184,2) LL add-on at £1
68,-0.07003215799007731,2) LL add-on at £1
69,-0.21283365692351217,2) LL add-on at £1
70,-0.04044628701133483,2) LL add-on at £1
71,-0.03504019656958485,2) LL add-on at £1
72,-0.19640599349390309,2) LL add-on at £1
73,-0.17337403270322374,2) LL add-on at £1
74,-0.21341830636411846,2) LL add-on at £1
75,-0.25399749629939355,2) LL add-on at £1
76,-0.16145676484738503,2) LL add-on at £1
77,-0.19786769576897295,2) LL add-on at £1
78,-0.17507802433331357,2) LL add-on at £1
79,-0.1624913878919809,2) LL add-on at £1
80,-0.27583584025622676,2) LL add-on at £1
81,-0.07446909595681185,2) LL add-on at £1
82,-0.1612173411607236,2) LL add-on at £1
83,-0.023515779974245823,2) LL add-on at £1
84,-0.259739776682285,2) LL add-on at £1
85,-0.10552355990909988,2) LL add-on at £1
86,-0.16599025631822176,2) LL add-on at £1
87,-0.090438299597124,2) LL add-on at £1
88,-0.21849595008771225,2) LL add-on at £1
89,-0.10360546404254828,2) LL add-on at £1
90,-0.2113459631495846,2) LL add-on at £1
91,-0.06362801746679958,2) LL add-on at £1
92,-0.009175944693013057,2) LL add-on at £1
93,-0.26951191082232656,2) LL add-on at £1
94,-0.22566520975492688,2) LL add-on at £1
95,-0.1868913394114799,2) LL add-on at £1
96,-0.3132005665271121,2) LL add-on at £1
97,-0.13645980703254137,2) LL add-on at £1
98,-0.25380291202473215,2) LL add-on at £1
99,-0.1829475587756948,2) LL add-on at £1
100,-0.2623912212481394,2) LL add-on at £1
101,-0.18434859163458506,2) LL add-on at £1
102,-0.21132566266115682,2) LL add-on at £1
103,-0.08476038104125912,2) LL add-on at £1
104,-0.4469658262825038,2) LL add-on at £1
105,-0.19410136759427707,2) LL add-on at £1
106,-0.07550570005060615,2) LL add-on at £1
107,0.07299171701030807,2) LL add-on at £1
108,-0.16805916614342714,2) LL add-on at £1
109,-0.13982568749583413,2) LL add-on at £1
110,-0.19512558401343047,2) LL add-on at £1
111,-0.17105063366297507,2) LL add-on at £1
112,-0.12829473190095944,2) LL add-on at £1
113,-0.29653748916924144,2) LL add-on at £1
114,-0.1261486739569322,2) LL add-on at £1
115,-0.07134145352091309,2) LL add-on at £1
116,-0.2297993553770141,2) LL add-on at £1
117,-0.009776521591072819,2) LL add-on at £1
118,-0.15857175447140126,2) LL add-on at £1
119,-0.0681823304441928,2) LL add-on at £1
120,-0.07637550881816331,2) LL add-on at £1
121,-0.13291780546452509,2) LL add-on at £1
122,-0.18538807334326338,2) LL add-on at £1
123,-0.19401358990920464,2) LL add-on at £1
124,-0.13810518393830032,2) LL add-on at £1
125,-0.13163026101180567,2) LL add-on at £1
126,-0.18735625975297476,2) LL add-on at £1
127,-0.37325930050009865,2) LL add-on at £1
128,0.07479227044877809,2) LL add-on at £1
129,-0.2751488893013897,2) LL add-on at £1
130,-0.22363783846203392,2) LL add-on at £1
131,-0.19581516207460223,2) LL add-on at £1
132,-0.24178446192697486,2) LL add-on at £1
133,-0.31156789115564654,2) LL add-on at £1
134,-0.25041335316773855,2) LL add-on at £1
135,-0.2437145916083474,2) LL add-on at £1
136,-0.025413188474118296,2) LL add-on at £1
137,-0.2364247679793404,2) LL add-on at £1
138,-0.032772828043890305,2) LL add-on at £1
139,-0.1982885160548775,2) LL add-on at £1
140,-0.25426319224388805,2) LL add-on at £1
141,-0.06490157674763776,2) LL add-on at £1
142,-0.15406110022433564,2) LL add-on at £1
143,-0.4983101414483185,2) LL add-on at £1
144,-0.1754693932703544,2) LL add-on at £1
145,-0.16121049674531657,2) LL add-on at £1
146,-0.1486101067884876,2) LL add-on at £1
147,-0.22990859377696435,2) LL add-on at £1
148,-0.15111829264206167,2) LL add-on at £1
149,0.03389581663942158,2) LL add-on at £1
150,-0.11792282126062897,2) LL add-on at £1
151,-0.18928731369427804,2) LL add-on at £1
152,-0.15174728033171364,2) LL add-on at £1
153,-0.03977029904012933,2) LL add-on at £1
154,-0.0009946609445723,2) LL add-on at £1
155,-0.20656519799075232,2) LL add-on at £1
156,-0.15974942163795122,2) LL add-on at £1
157,-0.12750746098094196,2) LL add-on at £1
158,-0.24885550986989777,2) LL add-on at £1
159,-0.16304410869870842,2) LL add-on at £1
160,-0.05033821826773073,2) LL add-on at £1
161,-0.15199745353569324,2) LL add-on at £1
162,-0.08405420891733757,2) LL add-on at £1
163,-0.10224328351874966,2) LL add-on at £1
164,-0.14818684907437052,2) LL add-on at £1
165,-0.12243407453260616,2) LL add-on at £1
166,-0.1140415966357968,2) LL add-on at £1
167,-0.179027419119667,2) LL add-on at £1
168,-0.046641541553938286,2) LL add-on at £1
169,-0.010405650961751995,2) LL add-on at £1
170,-0.13533216748064134,2) LL add-on at £1
171,-0.1768350208801421,2) LL add-on at £1
172,-0.19751778345842277,2) LL add-on at £1
173,-0.16862080816065864,2) LL add-on at £1
174,-0.1573422385836077,2) LL add-on at £1
175,-0.1845639258844455,2) LL add-on at £1
176,-0.1671411671061467,2) LL add-on at £1
177,0.18309351028973375,2) LL add-on at £1
178,0.0020716115516790463,2) LL add-on at £1
179,-0.10420257383886815,2) LL add-on at £1
180,-0.22483294634713213,2) LL add-on at £1
181,-0.1426057992582376,2) LL add-on at £1
182,-0.06770629876183254,2) LL add-on at £1
183,-0.12170414033231645,2) LL add-on at £1
184,-0.17258547777646852,2) LL add-on at £1
185,0.20349203004731073,2) LL add-on at £1
186,-0.2690873413510961,2) LL add-on at £1
187,-0.18056990519891764,2) LL add-on at £1
188,-0.1408009299549412,2) LL add-on at £1
189,-0.012669822210662436,2) LL add-on at £1
190,-0.22293975420045156,2) LL add-on at £1
191,0.161273664208892,2) LL add-on at £1
192,-0.10752794387532962,2) LL add-on at £1
193,-0.0340147393260834,2) LL add-on at £1
194,-0.008857010943888759,2) LL add-on at £1
195,-0.35269517170453013,2) LL add-on at £1
196,-0.03776622695472275,2) LL add-on at £1
197,-0.21651735429613844,2) LL add-on at £1
198,-0.07964030475123808,2) LL add-on at £1
199,-0.16513875892004498,2) LL add-on at £1
200,0.021210733632600273,2) LL add-on at £1
201,-0.22505514161043977,2) LL add-on at £1
202,-0.06815982320119977,2) LL add-on at £1
203,0.015364432028601417,2) LL add-on at £1
204,-0.3680155139240407,2) LL add-on at £1
205,-0.275376980373112,2) LL add-on at £1
206,-0.15153118214578695,2) LL add-on at £1
207,-0.06961718032392875,2) LL add-on at £1
208,-0.19737815737289438,2) LL add-on at £1
209,-0.27816058658308873,2) LL add-on at £1
210,-0.1189655951660318,2) LL add-on at £1
211,-0.18827585948185585,2) LL add-on at £1
212,-0.1642326536769095,2) LL add-on at £1
213,-0.1878390522181734,2) LL add-on at £1
214,-0.12006768160561936,2) LL add-on at £1
215,-0.23600860857648273,2) LL add-on at £1
216,-0.09561572984632198,2) LL add-on at £1
217,-0.12184640554482684,2) LL add-on at £1
218,0.0658469409029305,2) LL add-on at £1
219,-0.09953934716460933,2) LL add-on at £1
220,-0.14226545417721237,2) LL add-on at £1
221,-0.1345005306368896,2) LL add-on at £1
222,0.06592339593363397,2) LL add-on at £1
223,-0.18585646999772568,2) LL add-on at £1
224,-0.13275526588801762,2) LL add-on at £1
225,-0.2094293161488007,2) LL add-on at £1
226,-0.041365906232107896,2) LL add-on at £1
227,-0.12101025158298878,2) LL add-on at £1
228,-0.21371164485584346,2) LL add-on at £1
229,-0.1845914353844438,2) LL add-on at £1
230,-0.18744918257589982,2) LL add-on at £1
231,-0.23660202920982115,2) LL add-on at £1
232,-0.16354344309310184,2) LL add-on at £1
233,-0.03717371626960759,2) LL add-on at £1
234,-0.015342248185206294,2) LL add-on at £1
235,-0.09440024157335875,2) LL add-on at £1
236,-0.2553101775182016,2) LL add-on at £1
237,-0.09372357471950807,2) LL add-on at £1
238,-0.25711045818901523,2) LL add-on at £1
239,-0.24595678027476026,2) LL add-on at £1
240,-0.13055144351316558,2) LL add-on at £1
241,-0.09870754590704886,2) LL add-on at £1
242,-0.097759364125035,2) LL add-on at £1
243,-0.11107523370437775,2) LL add-on at £1
244,-0.22635730501160256,2) LL add-on at £1
245,0.06107036483474165,2) LL add-on at £1
246,-0.11445690037695402,2) LL add-on at £1
247,-0.03609485793924903,2) LL add-on at £1
248,-0.3194841470059098,2) LL add-on at £1
249,-0.18345604382905742,2) LL add-on at £1
250,-0.17692541146280155,2) LL add-on at £1
251,-0.20496936401813284,2) LL add-on at £1
252,-0.29117859984105227,2) LL add-on at £1
253,-0.10498139408492323,2) LL add-on at £1
254,0.08433189237466732,2) LL add-on at £1
255,-0.023975025893903868,2) LL add-on at £1
256,-0.30892208547444183,2) LL add-on at £1
257,-0.19507141006065293,2) LL add-on at £1
258,-0.0682184711615193,2) LL add-on at £1
259,-0.10589138075835201,2) LL add-on at £1
260,-0.10451456905789382,2) LL add-on at £1
261,-0.1746791878038069,2) LL add-on at £1
262,-0.20874195114578573,2) LL add-on at £1
263,-0.17541888602996336,2) LL add-on at £1
264,0.026305919880006325,2) LL add-on at £1
265,0.02086307346918248,2) LL add-on at £1
266,-0.2561338000716934,2) LL add-on at £1
267,-0.0581132434083079,2) LL add-on at £1
268,-0.34473451760532164,2) LL add-on at £1
269,-0.2823250084449204,2) LL add-on at £1
270,-0.2725812309641968,2) LL add-on at £1
271,-0.27260562206610506,2) LL add-on at £1
272,-0.2453485565024719,2) LL add-on at £1
273,-0.2625671415422089,2) LL add-on at £1
274,-0.01063779814571556,2) LL add-on at £1
275,-0.30065011347859816,2) LL add-on at £1
276,-0.16762495687155576,2) LL add-on at £1
277,-0.19125094850187058,2) LL add-on at £1
278,-0.17464532925303364,2) LL add-on at £1
279,-0.12039646024616989,2) LL add-on at £1
280,-0.21814676895219146,2) LL add-on at £1
281,-0.14712348958423307,2) LL add-on at £1
282,-0.14098105439518377,2) LL add-on at £1
283,-0.0889112331275359,2) LL add-on at £1
284,-0.1545741572616363,2) LL add-on at £1
285,-0.14937954668006256,2) LL add-on at £1
286,-0.16718591882792597,2) LL add-on at £1
287,-0.14785742653765546,2) LL add-on at £1
288,-0.14592161216555138,2) LL add-on at £1
289,0.056662608924566205,2) LL add-on at £1
290,-0.12727236347184623,2) LL add-on at £1
291,-0.08095509763356287,2) LL add-on at £1
292,-0.08843209976315866,2) LL add-on at £1
293,-0.24156865037459674,2) LL add-on at £1
294,-0.27591681764622383,2) LL add-on at £1
295,-0.032686590368065586,2) LL add-on at £1
296,0.08318330095863402,2) LL add-on at £1
297,-0.144710318830723,2) LL add-on at £1
298,-0.10219432715466585,2) LL add-on at £1
299,0.11159669896112358,2) LL add-on at £1
300,-0.13490715198956935,2) LL add-on at £1
301,-0.21800341982891755,2) LL add-on at £1
302,-0.04101890330976696,2) LL add-on at £1
303,-0.10931377220862779,2) LL add-on at £1
304,-0.1260553149540818,2) LL add-on at £1
305,-0.030795854887832128,2) LL add-on at £1
306,-0.15423099969485835,2) LL add-on at £1
307,-0.22978206831185477,2) LL add-on at £1
308,-0.21012515339706084,2) LL add-on at £1
309,-0.08736322664787834,2) LL add-on at £1
310,0.12342715868304928,2) LL add-on at £1
311,-0.17989785458902194,2) LL add-on at £1
312,-0.15712051154182383,2) LL add-on at £1
313,-0.21651742711709648,2) LL add-on at £1
314,0.05729248502174569,2) LL add-on at £1
315,-0.13099811988357707,2) LL add-on at £1
316,-0.750438059436338,2) LL add-on at £1
317,0.07691987614375785,2) LL add-on at £1
318,-0.16060444549219904,2) LL add-on at £1
319,-0.1386097445410484,2) LL add-on at £1
320,-0.18851857197035662,2) LL add-on at £1
321,-0.2344306587929924,2) LL add-on at £1
322,-0.05906663127424489,2) LL add-on at £1
323,-0.1971300851096432,2) LL add-on at £1
324,-0.3524741318334375,2) LL add-on at £1
325,0.0907755693986123,2) LL add-on at £1
326,-0.14633557877448383,2) LL add-on at £1
327,-0.24409693382654268,2) LL add-on at £1
328,-0.23855443140612848,2) LL add-on at £1
329,-0.20400448075238703,2) LL add-on at £1
330,-0.12451735959402994,2) LL add-on at £1
331,-0.21858708324725606,2) LL add-on at £1
332,-0.16338347243374574,2) LL add-on at £1
333,0.027628867395725912,2) LL add-on at £1
334,-0.2737997848660757,2) LL add-on at £1
335,-0.22834888989282645,2) LL add-on at £1
336,-0.02405513876783524,2) LL add-on at £1
337,-0.4907826700912448,2) LL add-on at £1
338,-0.07017647027915395,2) LL add-on at £1
339,-0.2586651210158125,2) LL add-on at £1
340,-0.27395849929357874,2) LL add-on at £1
341,-0.21252038364822848,2) LL add-on at £1
342,-0.23173257177162496,2) LL add-on at £1
343,-0.21405371769904466,2) LL add-on at £1
344,-0.155509759306188,2) LL add-on at £1
345,-0.2028997115438705,2) LL add-on at £1
346,-0.19784182395430727,2) LL add-on at £1
347,0.1596045141486262,2) LL add-on at £1
348,-0.20130772563298915,2) LL add-on at £1
349,-0.22874720519078062,2) LL add-on at £1
350,-0.15724016819372372,2) LL add-on at £1
351,-0.15193260204565934,2) LL add-on at £1
352,-0.19924208728632628,2) LL add-on at £1
353,-0.2970679651385692,2) LL add-on at £1
354,-0.19565267724824267,2) LL add-on at £1
355,-0.23001665974225877,2) LL add-on at £1
356,-0.13810933032762537,2) LL add-on at £1
357,-0.12730211377550688,2) LL add-on at £1
358,-0.19034574745587696,2) LL add-on at £1
359,-0.2586960174080088,2) LL add-on at £1
360,-0.20767333744778627,2) LL add-on at £1
361,-0.39711095421216935,2) LL add-on at £1
362,-0.20173737133601516,2) LL add-on at £1
363,-0.14986588746542476,2) LL add-on at £1
364,0.2652179455011093,2) LL add-on at £1
365,-0.19713142838124453,2) LL add-on at £1
366,-0.06484295139302376,2) LL add-on at £1
367,-0.32671396377570044,2) LL add-on at £1
368,-0.1644717117551335,2) LL add-on at £1
369,-0.07058050052042172,2) LL add-on at £1
370,0.09203589536598729,2) LL add-on at £1
371,-0.057386518524453624,2) LL add-on at £1
372,-0.1463832484024813,2) LL add-on at £1
373,-0.07983275419420557,2) LL add-on at £1
374,-0.25164107603152785,2) LL add-on at £1
375,-0.09107596573321348,2) LL add-on at £1
376,-0.18264186017560122,2) LL add-on at £1
377,-0.06577870831363518,2) LL add-on at £1
378,-0.17754418878257738,2) LL add-on at £1
379,-0.16762784505400422,2) LL add-on at £1
380,-0.26368532341455286,2) LL add-on at £1
381,-0.24603028477793482,2) LL add-on at £1
382,-0.03797126233046486,2) LL add-on at £1
383,-0.3954623051887747,2) LL add-on at £1
384,0.0047176260300411995,2) LL add-on at £1
385,-0.007204493006713958,2) LL add-on at £1
386,-0.13118648052396797,2) LL add-on at £1
387,-0.20771445047276113,2) LL add-on at £1
388,-0.21396859409943397,2) LL add-on at £1
389,-0.17239885284899498,2) LL add-on at £1
390,0.0907870778047403,2) LL add-on at £1
391,-0.21591657136252018,2) LL add-on at £1
392,-0.026161976278276242,2) LL add-on at £1
393,-0.21584213144627637,2) LL add-on at £1
394,-0.2997838889739653,2) LL add-on at £1
395,-0.11254419238277534,2) LL add-on at £1
396,-0.11448730145860368,2) LL add-on at £1
397,-0.2658065602300897,2) LL add-on at £1
398,-0.08897146762395107,2) LL add-on at £1
399,-0.10207953737839176,2) LL add-on at £1
400,-0.17512594026574396,2) LL add-on at £1
401,0.018857308841681356,2) LL add-on at £1
402,-0.22313559923635157,2) LL add-on at £1
403,-0.16761227308130036,2) LL add-on at £1
404,-0.1880990679870447,2) LL add-on at £1
405,-0.11958988842779551,2) LL add-on at £1
406,-0.013608024452016046,2) LL add-on at £1
407,-0.020278864882268027,2) LL add-on at £1
408,-0.13881530206351367,2) LL add-on at £1
409,-0.05625970927600786,2) LL add-on at £1
410,-0.05685142519353298,2) LL add-on at £1
411,-0.25474194415976015,2) LL add-on at £1
412,-0.16637914603639806,2) LL add-on at £1
413,-0.18148920768324286,2) LL add-on at £1
414,-0.06252775733532558,2) LL add-on at £1
415,-0.16727119731865414,2) LL add-on at £1
416,-0.20166924678234976,2) LL add-on at £1
417,-0.18002913894883296,2) LL add-on at £1
418,-0.19308930359254198,2) LL add-on at £1
419,0.057224606962916244,2) LL add-on at £1
420,-0.20503154619043576,2) LL add-on at £1
421,-0.45726293696269654,2) LL add-on at £1
422,-0.040767856934072734,2) LL add-on at £1
423,-0.1718202937614002,2) LL add-on at £1
424,-0.09221416031487581,2) LL add-on at £1
425,-0.27751616220062053,2) LL add-on at £1
426,-0.18409821216224195,2) LL add-on at £1
427,-0.13489668687876918,2) LL add-on at £1
428,-0.1247890812485535,2) LL add-on at £1
429,-0.17105267063740795,2) LL add-on at £1
430,-0.4508465808300555,2) LL add-on at £1
431,-0.14056897926244719,2) LL add-on at £1
432,-0.19458647345681954,2) LL add-on at £1
433,-0.13838543789083246,2) LL add-on at £1
434,-0.22147464531847647,2) LL add-on at £1
435,-0.22760939859923499,2) LL add-on at £1
436,-0.24296932474923447,2) LL add-on at £1
437,0.07902490004764322,2) LL add-on at £1
438,-0.2577642724218909,2) LL add-on at £1
439,-0.05726176251768025,2) LL add-on at £1
440,-0.134234355177617,2) LL add-on at £1
441,-0.18378383362693942,2) LL add-on at £1
442,-0.1842360672004888,2) LL add-on at £1
443,-0.09560738455619196,2) LL add-on at £1
444,-0.2550993006034157,2) LL add-on at £1
445,-0.1879255508210595,2) LL add-on at £1
446,-0.10993053111658818,2) LL add-on at £1
447,-0.17243809133689766,2) LL add-on at £1
448,-0.2798988492760334,2) LL add-on at £1
449,-0.04549589834346882,2) LL add-on at £1
450,-0.29494217345473606,2) LL add-on at £1
451,-0.07732457952622603,2) LL add-on at £1
452,-0.03261990180727992,2) LL add-on at £1
453,-0.03778520694511352,2) LL add-on at £1
454,-0.1283964500589411,2) LL add-on at £1
455,-0.7466627009517106,2) LL add-on at £1
456,-0.24494386839178686,2) LL add-on at £1
457,-0.10530794592662157,2) LL add-on at £1
458,-0.18962479489826384,2) LL add-on at £1
459,-0.15157567580551512,2) LL add-on at £1
460,-0.17181691919519856,2) LL add-on at £1
461,-0.15064825607324056,2) LL add-on at £1
462,-0.037541279382282876,2) LL add-on at £1
463,-0.247991857157138,2) LL add-on at £1
464,-0.11810448957261602,2) LL add-on at £1
465,-0.09850091869125056,2) LL add-on at £1
466,-0.2528676680366032,2) LL add-on at £1
467,-0.20620295914680442,2) LL add-on at £1
468,-0.1438118823270697,2) LL add-on at £1
469,-0.13948428584189027,2) LL add-on at £1
470,-0.07708128167958027,2) LL add-on at £1
471,-0.24150786105729052,2) LL add-on at £1
472,0.0014686177485936972,2) LL add-on at £1
473,-0.1509530042278132,2) LL add-on at £1
474,-0.12059305129479722,2) LL add-on at £1
475,-0.32313042814842635,2) LL add-on at £1
476,0.2294126798296697,2) LL add-on at £1
477,-0.10213279888308024,2) LL add-on at £1
478,-0.1913960779811921,2) LL add-on at £1
479,-0.13775640935001812,2) LL add-on at £1
480,-0.16747371308971534,2) LL add-on at £1
481,-0.14030620856098341,2) LL add-on at £1
482,-0.11939071716248181,2) LL add-on at £1
483,0.07680432362793975,2) LL add-on at £1
484,0.06313617700352732,2) LL add-on at £1
485,-0.2191286786383018,2) LL add-on at £1
486,0.021350730512745632,2) LL add-on at £1
487,-0.19537908542524868,2) LL add-on at £1
488,0.021592633744702504,2) LL add-on at £1
489,-0.22563766194906038,2) LL add-on at £1
490,-0.2189152878557983,2) LL add-on at £1
491,-0.14056677301593926,2) LL add-on at £1
492,-0.15071247556000836,2) LL add-on at £1
493,-0.10164938619863868,2) LL add-on at £1
494,-0.0874891315526099,2) LL add-on at £1
495,-0.0999618209662384,2) LL add-on at £1
496,-0.1979822990032674,2) LL add-on at £1
497,-0.09349039150014846,2) LL add-on at £1
498,-0.2636154620265989,2) LL add-on at £1
499,-0.16289596795938668,2) LL add-on at £1
500,-0.1325895128495072,2) LL add-on at £1
501,-0.1564585088769827,2) LL add-on at £1
502,-0.2067880330248439,2) LL add-on at £1
503,-0.2057116782748376,2) LL add-on at £1
504,-0.05264699853887298,2) LL add-on at £1
505,-0.4612384861833195,2) LL add-on at £1
506,-0.14840510390912884,2) LL add-on at £1
507,-0.2208002647719703,2) LL add-on at £1
508,-0.25311659382061985,2) LL add-on at £1
509,-0.16864381567269449,2) LL add-on at £1
510,-0.010350172115008268,2) LL add-on at £1
511,-0.21387416588908553,2) LL add-on at £1
512,-0.029373230091876285,2) LL add-on at £1
513,-0.1486512013055684,2) LL add-on at £1
514,-0.20216707788669522,2) LL add-on at £1
515,-0.11455855792380593,2) LL add-on at £1
516,-0.17471898052079232,2) LL add-on at £1
517,-0.20977736697657778,2) LL add-on at £1
518,-0.21839807199090047,2) LL add-on at £1
519,-0.3181932530116908,2) LL add-on at £1
520,-0.16964613237370008,2) LL add-on at £1
521,-0.2638018142638084,2) LL add-on at £1
522,-0.21383029736909345,2) LL add-on at £1
523,-0.0014858944100888181,2) LL add-on at £1
524,-0.24480812049095774,2) LL add-on at £1
525,-0.20734480505254854,2) LL add-on at £1
526,-0.19731243959771733,2) LL add-on at £1
527,-0.29083093507490615,2) LL add-on at £1
528,-0.17821428519639226,2) LL add-on at £1
529,-0.043359306074228346,2) LL add-on at £1
530,-0.21923248857898586,2) LL add-on at £1
531,-0.25203820717702097,2) LL add-on at £1
532,-0.19194879488905542,2) LL add-on at £1
533,-0.23135836701960572,2) LL add-on at £1
534,-0.14132332063081607,2) LL add-on at £1
535,-0.21778808960636928,2) LL add-on at £1
536,-0.09078891043329733,2) LL add-on at £1
537,-0.1098123115703427,2) LL add-on at £1
538,-0.17370726908193743,2) LL add-on at £1
